Wavenumber,Filter response
11748,0.998027
11749,0.998258
11750,0.998489
11751,0.998498
11752,0.998673
11753,0.998849
11754,0.999026
11755,0.999202
11756,0.999378
11757,0.999554
11758,0.99971
11759,0.999806
11760,0.999903
11761,1
11762,0.999587
11763,0.999284
11764,0.998981
11765,0.998323
11766,0.997258
11767,0.996193
11768,0.995102
11769,0.993504
11770,0.991906
11771,0.990308
11772,0.988688
11773,0.987058
11774,0.985428
11775,0.983815
11776,0.982248
11777,0.980682
11778,0.979116
11779,0.978236
11780,0.977451
11781,0.976665
11782,0.975414
11783,0.973692
11784,0.972326
11785,0.97333
11786,0.97206
11787,0.970789
11788,0.969519
11789,0.967934
11790,0.966223
11791,0.964512
11792,0.962801
11793,0.961185
11794,0.960099
11795,0.959013
11796,0.956815
11797,0.954536
11798,0.952256
11799,0.949936
11800,0.94758
11801,0.945225
11802,0.942806
11803,0.940025
11804,0.937244
11805,0.934464
11806,0.931118
11807,0.927568
11808,0.924019
11809,0.920503
11810,0.917048
11811,0.913594
11812,0.91014
11813,0.90575
11814,0.90122
11815,0.89669
11816,0.89216
11817,0.88763
11818,0.8831
11819,0.878543
11820,0.873598
11821,0.868652
11822,0.863707
11823,0.85453
11824,0.844109
11825,0.837845
11826,0.833692
11827,0.82954
11828,0.825387
11829,0.821234
11830,0.814426
11831,0.807595
11832,0.800764
11833,0.793933
11834,0.787102
11835,0.780271
11836,0.772932
11837,0.765494
11838,0.758057
11839,0.750619
11840,0.742869
11841,0.735048
11842,0.727228
11843,0.719163
11844,0.710752
11845,0.702341
11846,0.693933
11847,0.685598
11848,0.677264
11849,0.668929
11850,0.660323
11851,0.651566
11852,0.642809
11853,0.634053
11854,0.625296
11855,0.616539
11856,0.607783
11857,0.599791
11858,0.592044
11859,0.584297
11860,0.57655
11861,0.568803
11862,0.561057
11863,0.545345
11864,0.536508
11865,0.527672
11866,0.518835
11867,0.510219
11868,0.501712
11869,0.493205
11870,0.484652
11871,0.475982
11872,0.467311
11873,0.458641
11874,0.450083
11875,0.441539
11876,0.432995
11877,0.42445
11878,0.415906
11879,0.407361
11880,0.402063
11881,0.394445
11882,0.386827
11883,0.37921
11884,0.371592
11885,0.363975
11886,0.356357
11887,0.348918
11888,0.341838
11889,0.334758
11890,0.327678
11891,0.320539
11892,0.314119
11893,0.307698
11894,0.301277
11895,0.294856
11896,0.288435
11897,0.282093
11898,0.276121
11899,0.270149
11900,0.264176
11901,0.258481
11902,0.252873
11903,0.247264
11904,0.241799
11905,0.236602
11906,0.231406
11907,0.226209
11908,0.221258
11909,0.216316
11910,0.211374
11911,0.206663
11912,0.202105
11913,0.197547
11914,0.193048
11915,0.188819
11916,0.18459
11917,0.180361
11918,0.17633
11919,0.172352
11920,0.168374
11921,0.164559
11922,0.160993
11923,0.157426
11924,0.153862
11925,0.150835
11926,0.147809
11927,0.144782
11928,0.14162
11929,0.137967
11930,0.134314
11931,0.130853
11932,0.128102
11933,0.125351
11934,0.1226
11935,0.119971
11936,0.117367
11937,0.114763
11938,0.112159
11939,0.109555
11940,0.106951
11941,0.104357
11942,0.102182
11943,0.100006
11944,0.097831
11945,0.095656
11946,0.093481
11947,0.091305
11948,0.089215
11949,0.08736
11950,0.085506
11951,0.083652
11952,0.082022
11953,0.080353
11954,0.078407
11955,0.076461
11956,0.074514
11957,0.072578
11958,0.071041
11959,0.069496
11960,0.067952
11961,0.066407
11962,0.065019
11963,0.063706
11964,0.062393
11965,0.061081
11966,0.059768
11967,0.058455
11968,0.057142
11969,0.055989
11970,0.054854
11971,0.05372
11972,0.05261
11973,0.051522
11974,0.050434
11975,0.049356
11976,0.048344
11977,0.047332
11978,0.046319
11979,0.045389
11980,0.044488
11981,0.043588
11982,0.042692
11983,0.041806
11984,0.04092
11985,0.04008
11986,0.039389
11987,0.038637
11988,0.037884
11989,0.037131
11990,0.036379
11991,0.035626
11992,0.034886
11993,0.034211
11994,0.033537
11995,0.032863
11996,0.032166
11997,0.031408
11998,0.030649
11999,0.02989
12000,0.029131
12001,0.028737
12002,0.028724
12003,0.028182
12004,0.027636
12005,0.02709
12006,0.026599
12007,0.026142
12008,0.025686
12009,0.025229
12010,0.024771
12011,0.024312
12012,0.023854
12013,0.02342
12014,0.022992
12015,0.022564
12016,0.022154
12017,0.021766
12018,0.021379
12019,0.020992
12020,0.020629
12021,0.020278
12022,0.019929
12023,0.01958
12024,0.019231
12025,0.018882
12026,0.018541
12027,0.018222
12028,0.017903
12029,0.017585
12030,0.017331
12031,0.017018
12032,0.016706
12033,0.016413
12034,0.016143
12035,0.015872
12036,0.015602
12037,0.01534
12038,0.015078
12039,0.014815
12040,0.014502
12041,0.014163
12042,0.013823
12043,0.013484
12044,0.01337
12045,0.013315
12046,0.013259
12047,0.013051
12048,0.012824
12049,0.01261
12050,0.012422
12051,0.012235
12052,0.012047
12053,0.01186
12054,0.011682
12055,0.011504
12056,0.011328
12057,0.011155
12058,0.010983
12059,0.01081
12060,0.010678
12061,0.010587
12062,0.0104
12063,0.010152
12064,0.01001
12065,0.009872
12066,0.009734
12067,0.009596
12068,0.009458
12069,0.00932
12070,0.009186
12071,0.008953
12072,0.008721
12073,0.008611
12074,0.008542
12075,0.008473
12076,0.008405
12077,0.008318
12078,0.008201
12079,0.008083
12080,0.007965
12081,0.007874
12082,0.007784
12083,0.007693
12084,0.007596
12085,0.007494
12086,0.007392
12087,0.007293
12088,0.007201
12089,0.007109
12090,0.007017
12091,0.006934
12092,0.006852
12093,0.006771
12094,0.006688
12095,0.006604
12096,0.006521
12097,0.006437
12098,0.006346
12099,0.006254
12100,0.00617
12101,0.006092
12102,0.006015
12103,0.005937
12104,0.005862
12105,0.005799
12106,0.005736
12107,0.005672
12108,0.005591
12109,0.005507
12110,0.005423
12111,0.005365
12112,0.005334
12113,0.005302
12114,0.005268
12115,0.0052
12116,0.005132
12117,0.005063
12118,0.004999
12119,0.004938
12120,0.004876
12121,0.004813
12122,0.004769
12123,0.004734
12124,0.004699
12125,0.004574
12126,0.00453
12127,0.004487
12128,0.004443
12129,0.004399
12130,0.004356
12131,0.004312
12132,0.004269
12133,0.004225
12134,0.004182
12135,0.004138
12136,0.004094
12137,0.004051
12138,0.004012
12139,0.003977
12140,0.003942
12141,0.003907
12142,0.003871
12143,0.003836
12144,0.003801
12145,0.003765
12146,0.00373
12147,0.003695
12148,0.00366
12149,0.003624
12150,0.003589
12151,0.003558
12152,0.003528
12153,0.003498
12154,0.003467
12155,0.003437
12156,0.003407
12157,0.003377
12158,0.003347
12159,0.003317
12160,0.003286
12161,0.003256
12162,0.003226
12163,0.003196
12164,0.003166
12165,0.003136
12166,0.003107
12167,0.003081
12168,0.003054
12169,0.003028
12170,0.003001
12171,0.002975
12172,0.002949
12173,0.002922
12174,0.002896
12175,0.00287
12176,0.002843
12177,0.002817
12178,0.00279
12179,0.002764
12180,0.002738
12181,0.002711
12182,0.002685
12183,0.002667
12184,0.00265
12185,0.002633
12186,0.002616
12187,0.002599
12188,0.002582
12189,0.002565
12190,0.002548
12191,0.002531
12192,0.002514
12193,0.002496
12194,0.002479
12195,0.002462
12196,0.002445
12197,0.002428
12198,0.002411
12199,0.002394
12200,0.002377
12201,0.00236
12202,0.002343
12203,0.002326
12204,0.002309
12205,0.002292
12206,0.002275
12207,0.002257
12208,0.00224
12209,0.002224
12210,0.00221
12211,0.002196
12212,0.002182
12213,0.002168
12214,0.002154
12215,0.00214
12216,0.002127
12217,0.002113
12218,0.002099
12219,0.002085
12220,0.002071
12221,0.002057
12222,0.002043
12223,0.002029
12224,0.002015
12225,0.002001
12226,0.001987
12227,0.001975
12228,0.001964
12229,0.001952
12230,0.001941
12231,0.00193
12232,0.001919
12233,0.001907
12234,0.001896
12235,0.001885
12236,0.001874
12237,0.001862
12238,0.001851
12239,0.00184
12240,0.001829
12241,0.001817
12242,0.001806
12243,0.001795
12244,0.001784
12245,0.001772
12246,0.001761
12247,0.00175
12248,0.001739
12249,0.001727
12250,0.001716
12251,0.001705
12252,0.001694
12253,0.001682
12254,0.001671
12255,0.00166
12256,0.001649
12257,0.001637
12258,0.001626
12259,0.001616
12260,0.001607
12261,0.001598
12262,0.001589
12263,0.00158
12264,0.001571
12265,0.001562
12266,0.001553
12267,0.001544
12268,0.001534
12269,0.001525
12270,0.001516
12271,0.001508
12272,0.0015
12273,0.001493
12274,0.001485
12275,0.001477
12276,0.001469
12277,0.001461
12278,0.001453
12279,0.001445
12280,0.001437
12281,0.001429
12282,0.001422
12283,0.001414
12284,0.001406
12285,0.001398
12286,0.00139
12287,0.001382
12288,0.001375
12289,0.001367
12290,0.001359
12291,0.001352
12292,0.001344
12293,0.001336
12294,0.001329
12295,0.001321
12296,0.001313
12297,0.001306
12298,0.001298
12299,0.001291
12300,0.001283
12301,0.001275
12302,0.001268
12303,0.001261
12304,0.001255
12305,0.001249
12306,0.001244
12307,0.001238
12308,0.001232
12309,0.001227
12310,0.001221
12311,0.001215
12312,0.001209
12313,0.001204
12314,0.001198
12315,0.001192
12316,0.001187
12317,0.001186
12318,0.001185
12319,0.001184
12320,0.001184
12321,0.001183
12322,0.001182
12323,0.001182
12324,0.001181
12325,0.001181
12326,0.00118
12327,0.001179
12328,0.001179
12329,0.001178
12330,0.001177
12331,0.001176
12332,0.001169
12333,0.001163
12334,0.001157
12335,0.00115
12336,0.001144
12337,0.001138
12338,0.001132
12339,0.001125
12340,0.001119
12341,0.001113
12342,0.001107
12343,0.0011
12344,0.001094
12345,0.001088
12346,0.001082
12347,0.001075
12348,0.001069
12349,0.001064
12350,0.001058
12351,0.001052
12352,0.001046
12353,0.001041
12354,0.001035
12355,0.001029
12356,0.001023
12357,0.001018
12358,0.001012
12359,0.001006
12360,0.001
12361,0.000995
12362,0.000989
12363,0.000983
12364,0.000981
12365,0.000981
12366,0.00098
12367,0.00098
12368,0.000979
12369,0.000979
12370,0.000978
12371,0.000978
12372,0.000977
12373,0.000977
12374,0.000977
12375,0.000976
12376,0.000976
12377,0.000975
12378,0.000975
12379,0.000974
12380,0.000974
12381,0.000969
12382,0.000964
12383,0.000959
12384,0.000954
12385,0.000949
12386,0.000944
12387,0.00094
12388,0.000935
12389,0.00093
12390,0.000925
12391,0.00092
12392,0.000915
12393,0.000912
12394,0.000908
12395,0.000904
12396,0.000901
12397,0.000897
12398,0.000894
12399,0.00089
12400,0.000887
12401,0.000883
12402,0.000879
12403,0.000876
12404,0.000872
12405,0.000869
12406,0.000865
12407,0.000862
12408,0.000858
12409,0.000856
12410,0.000854
12411,0.000853
12412,0.000851
12413,0.00085
12414,0.000848
12415,0.000847
12416,0.000845
12417,0.000844
12418,0.000842
12419,0.000841
12420,0.000839
12421,0.000838
12422,0.000836
12423,0.000835
12424,0.000833
12425,0.000833
12426,0.000835
12427,0.000836
12428,0.000838
12429,0.00084
12430,0.000841
12431,0.000843
12432,0.000845
12433,0.000846
12434,0.000848
12435,0.00085
12436,0.000852
12437,0.000853
12438,0.000855
12439,0.000857
12440,0.000858
12441,0.00086
12442,0.000857
12443,0.000854
12444,0.000852
12445,0.000849
12446,0.000846
12447,0.000844
12448,0.000841
12449,0.000838
12450,0.000836
12451,0.000833
12452,0.00083
12453,0.000828
12454,0.000825
12455,0.000822
12456,0.00082
12457,0.000817
12458,0.000813
12459,0.00081
12460,0.000806
12461,0.000802
12462,0.000798
12463,0.000794
12464,0.00079
12465,0.000787
12466,0.000783
12467,0.000779
12468,0.000775
12469,0.000771
12470,0.000771
12471,0.000771
12472,0.00077
12473,0.00077
12474,0.00077
12475,0.00077
12476,0.00077
12477,0.00077
12478,0.000769
12479,0.000769
12480,0.000769
12481,0.000769
12482,0.000769
12483,0.000769
12484,0.000769
12485,0.000768
12486,0.000767
12487,0.000765
12488,0.000763
12489,0.000761
12490,0.000759
12491,0.000757
12492,0.000755
12493,0.000753
12494,0.000751
12495,0.000749
12496,0.000747
12497,0.000745
12498,0.000743
12499,0.000741
12500,0.000738
12501,0.000736
12502,0.000734
12503,0.00073
12504,0.000725
12505,0.00072
12506,0.000715
12507,0.00071
12508,0.000705
12509,0.0007
12510,0.000695
12511,0.00069
12512,0.000685
12513,0.00068
12514,0.000674
12515,0.000669
12516,0.000664
12517,0.000659
12518,0.000654
12519,0.00065
12520,0.000649
12521,0.000647
12522,0.000645
12523,0.000644
12524,0.000642
12525,0.00064
12526,0.000639
12527,0.000637
12528,0.000635
12529,0.000634
12530,0.000632
12531,0.00063
12532,0.000629
12533,0.000627
12534,0.000626
12535,0.000624
12536,0.000622
12537,0.000621
12538,0.000619
12539,0.000617
12540,0.000616
12541,0.000614
12542,0.000613
12543,0.000611
12544,0.000609
12545,0.000608
12546,0.000606
12547,0.000604
12548,0.000603
12549,0.000601
12550,0.0006
12551,0.000599
12552,0.000597
12553,0.000596
12554,0.000595
12555,0.000593
12556,0.000592
12557,0.000591
12558,0.000589
12559,0.000588
12560,0.000587
12561,0.000585
12562,0.000584
12563,0.000583
12564,0.000581
12565,0.00058
12566,0.000578
12567,0.000576
12568,0.000575
12569,0.000573
12570,0.000571
12571,0.000569
12572,0.000567
12573,0.000566
12574,0.000564
12575,0.000562
12576,0.00056
12577,0.000559
12578,0.000557
12579,0.000555
12580,0.000553
12581,0.000552
12582,0.000552
12583,0.000552
12584,0.000552
12585,0.000551
12586,0.000551
12587,0.000551
12588,0.000551
12589,0.000551
12590,0.000551
12591,0.000551
12592,0.000551
12593,0.000551
12594,0.000551
12595,0.000551
12596,0.000551
12597,0.00055
12598,0.000549
12599,0.000546
12600,0.000544
12601,0.000542
12602,0.00054
12603,0.000537
12604,0.000535
12605,0.000533
12606,0.000531
12607,0.000529
12608,0.000526
12609,0.000524
12610,0.000522
12611,0.00052
12612,0.000517
12613,0.000515
12614,0.000514
12615,0.000513
12616,0.000512
12617,0.000511
12618,0.00051
12619,0.00051
12620,0.000509
12621,0.000508
12622,0.000507
12623,0.000506
12624,0.000505
12625,0.000505
12626,0.000504
12627,0.000503
12628,0.000502
12629,0.000501
12630,0.0005
12631,0.000498
12632,0.000497
12633,0.000496
12634,0.000495
12635,0.000494
12636,0.000493
12637,0.000492
12638,0.000491
12639,0.00049
12640,0.000489
12641,0.000488
12642,0.000487
12643,0.000486
12644,0.000485
12645,0.000484
12646,0.000483
12647,0.000482
12648,0.000481
12649,0.00048
12650,0.000479
12651,0.000478
12652,0.000477
12653,0.000476
12654,0.000475
12655,0.000474
12656,0.000473
12657,0.000472
12658,0.00047
12659,0.000469
12660,0.000469
12661,0.00047
12662,0.000471
12663,0.000472
12664,0.000474
12665,0.000475
12666,0.000476
12667,0.000477
12668,0.000478
12669,0.000479
12670,0.00048
12671,0.000481
12672,0.000482
12673,0.000483
12674,0.000485
12675,0.000486
12676,0.000487
12677,0.000487
12678,0.000487
12679,0.000487
12680,0.000487
12681,0.000487
12682,0.000487
12683,0.000487
12684,0.000487
12685,0.000488
12686,0.000488
12687,0.000488
12688,0.000488
12689,0.000488
12690,0.000488
12691,0.000488
12692,0.000486
12693,0.000484
12694,0.000481
12695,0.000479
12696,0.000476
12697,0.000474
12698,0.000471
12699,0.000469
12700,0.000466
12701,0.000464
12702,0.000461
12703,0.000459
12704,0.000456
12705,0.000456
12706,0.000458
12707,0.000459
12708,0.00046
12709,0.000461
12710,0.000462
12711,0.000464
12712,0.000465
12713,0.000466
12714,0.000467
12715,0.000469
12716,0.00047
12717,0.000471
12718,0.000472
12719,0.000473
12720,0.000475
12721,0.000474
12722,0.000473
12723,0.000471
12724,0.000469
12725,0.000467
12726,0.000465
12727,0.000463
12728,0.000461
12729,0.000459
12730,0.000457
12731,0.000456
12732,0.000454
12733,0.000452
12734,0.00045
12735,0.000448
12736,0.000446
12737,0.000444
12738,0.000445
12739,0.000445
12740,0.000445
12741,0.000445
12742,0.000445
12743,0.000445
12744,0.000445
12745,0.000445
12746,0.000446
12747,0.000446
12748,0.000446
12749,0.000446
12750,0.000446
12751,0.000446
12752,0.000446
12753,0.000446
12754,0.000447
12755,0.000445
12756,0.000444
12757,0.000442
12758,0.00044
12759,0.000438
12760,0.000437
12761,0.000435
12762,0.000433
12763,0.000432
12764,0.00043
12765,0.000428
12766,0.000427
12767,0.000425
12768,0.000423
12769,0.000421
12770,0.00042
12771,0.000417
12772,0.000414
12773,0.000412
12774,0.000409
12775,0.000406
12776,0.000404
12777,0.000401
12778,0.000398
12779,0.000396
12780,0.000393
12781,0.00039
12782,0.000388
12783,0.000385
12784,0.000382
12785,0.00038
12786,0.000377
12787,0.000377
12788,0.000377
12789,0.000378
12790,0.000379
12791,0.000379
12792,0.00038
12793,0.00038
12794,0.000381
12795,0.000382
12796,0.000382
12797,0.000383
12798,0.000384
12799,0.000384
12800,0.000384
12801,0.000383
12802,0.000382
12803,0.000381
12804,0.000381
12805,0.00038
12806,0.000379
12807,0.000378
12808,0.000377
12809,0.000376
12810,0.000375
12811,0.000374
12812,0.000373
12813,0.000372
12814,0.000372
12815,0.000371
12816,0.00037
12817,0.00037
12818,0.000369
12819,0.000369
12820,0.000368
12821,0.000368
12822,0.000368
12823,0.000367
12824,0.000367
12825,0.000366
12826,0.000366
12827,0.000366
12828,0.000365
12829,0.000365
12830,0.000364
12831,0.000364
12832,0.000364
12833,0.000363
12834,0.000363
12835,0.000363
12836,0.000363
12837,0.000363
12838,0.000363
12839,0.000363
12840,0.000363
12841,0.000363
12842,0.000363
12843,0.000363
12844,0.000363
12845,0.000363
12846,0.000363
12847,0.000363
12848,0.000363
12849,0.000363
12850,0.000363
12851,0.000362
12852,0.00036
12853,0.000359
12854,0.000358
12855,0.000357
12856,0.000355
12857,0.000354
12858,0.000353
12859,0.000351
12860,0.00035
12861,0.000349
12862,0.000347
12863,0.000346
12864,0.000345
12865,0.000344
12866,0.000342
12867,0.000342
12868,0.000341
12869,0.000341
12870,0.000341
12871,0.000341
12872,0.00034
12873,0.00034
12874,0.00034
12875,0.00034
12876,0.000339
12877,0.000339
12878,0.000339
12879,0.000339
12880,0.000338
12881,0.000338
12882,0.000338
12883,0.000337
12884,0.000336
12885,0.000335
12886,0.000334
12887,0.000332
12888,0.000331
12889,0.00033
12890,0.000329
12891,0.000328
12892,0.000327
12893,0.000326
12894,0.000324
12895,0.000323
12896,0.000322
12897,0.00032
12898,0.000318
12899,0.000316
12900,0.000314
12901,0.000311
12902,0.000309
12903,0.000307
12904,0.000305
12905,0.000303
12906,0.0003
12907,0.000298
12908,0.000296
12909,0.000294
12910,0.000292
12911,0.000289
12912,0.000287
12913,0.000285
12914,0.000283
12915,0.000281
12916,0.00028
12917,0.000279
12918,0.000278
12919,0.000277
12920,0.000276
12921,0.000275
12922,0.000273
12923,0.000272
12924,0.000271
12925,0.00027
12926,0.000269
12927,0.000268
12928,0.000266
12929,0.000265
12930,0.000264
12931,0.000263
12932,0.000261
12933,0.00026
12934,0.000258
12935,0.000257
12936,0.000256
12937,0.000254
12938,0.000253
12939,0.000251
12940,0.00025
12941,0.000249
12942,0.000247
12943,0.000246
12944,0.000244
12945,0.000243
12946,0.000242
12947,0.000239
12948,0.000236
12949,0.000233
12950,0.00023
12951,0.000227
12952,0.000224
12953,0.000221
12954,0.000218
12955,0.000215
12956,0.000212
12957,0.000209
12958,0.000206
12959,0.000203
12960,0.0002
12961,0.000197
12962,0.000194
12963,0.000191
12964,0.00019
12965,0.000189
12966,0.000188
12967,0.000187
12968,0.000186
12969,0.000184
12970,0.000183
12971,0.000182
12972,0.000181
12973,0.00018
12974,0.000179
12975,0.000178
12976,0.000177
12977,0.000175
12978,0.000174
12979,0.000173
12980,0.000172
12981,0.000171
12982,0.000169
12983,0.000168
12984,0.000167
12985,0.000165
12986,0.000164
12987,0.000163
12988,0.000161
12989,0.00016
12990,0.000159
12991,0.000157
12992,0.000156
12993,0.000155
12994,0.000153
12995,0.000152
12996,0.000151
12997,0.00015
12998,0.000148
12999,0.000146
13000,0.000144
